sample_id,TAN,AVS,TOC,Metals_TierII,mud_fraction,synthetic_latent_stress,PC1
S021,1.6883266975731508,0.6426292814810068,0.7703834462977548,0.6488397817764324,0.2453364719048513,-0.7312114909329289,-0.8726702686695211
S022,4.135373857623115,3.2109232667751,5.895674256673264,2.404638518001578,0.5485191339569448,1.2990980880240925,2.4053493517605684
S023,1.8023684800955668,2.709696308449301,3.8359729276628025,3.1839548448489445,0.8727190022217507,1.1694099593625407,2.52598900391503
S024,1.0458815094217375,1.2159460222192056,2.6289050846192654,1.1619238351205574,0.6442715409138304,0.3970160436889054,0.7337508441154834
S025,2.3871987695160124,2.6387635955686166,4.540522495084328,2.363644883061144,0.6401345493911623,1.0054019946089767,2.0764701984578333
S026,2.919969563721861,0.5667725843873959,2.3240893890781464,0.743530976374146,0.37535953284670426,0.0772694176986515,0.1495351267171592
S027,1.6529383213321034,0.8684040031027542,4.922108747760938,1.5348980846532503,0.6189701313921178,0.5505096148913765,1.1445835044660804
S028,0.33509214307704255,0.14874896839664106,0.23224652803940626,0.09723002296751966,0.08771654756878826,-2.335255658392677,-4.176184228552243
S029,2.173738938825479,2.4384620093252716,5.224143236703792,2.9573697672954853,0.5849767955821114,1.555603147362438,2.032960015679914
S030,0.9526250420155429,0.46159864154351854,1.0041854494999622,0.19158797605788322,0.2811802733390462,-0.814847873849409,-1.6679851669374193
S031,1.4831293171147368,0.32927727027287546,1.1195082778122736,0.9221224631805752,0.3637076519107676,-0.3608093901566533,-0.7178053097306312
S032,0.9120684419674955,0.6820192546932642,0.896397419325545,0.992936340225593,0.415672462549872,-0.2987910685099182,-0.5816865928084368
S033,0.40333608147483596,0.22026713848255547,0.5687342342815169,0.09102242907907858,0.126071199652607,-1.729826631833721,-3.417914551053941
S034,0.51092725029349,0.4693144335330657,0.9831635913750885,0.4669607084120216,0.21502729974721158,-0.962705559305279,-1.7725269792935612
S035,0.8196537164262643,0.7261998867609878,0.7622087018717523,0.20012681185130568,0.3883791819411619,-0.847740013915164,-1.4062002164010035
S036,1.122485425584845,3.177579230095547,3.3356558033771306,1.8885958166763694,0.5102307009969794,0.7782180334589792,1.2874467027001772
S037,0.9412355096136048,0.7969634230314632,2.2699831704690365,1.6920655062128374,0.5223446106261552,0.1779180146669166,0.33081623470317156
S038,0.63335078511743,0.5171380618064546,1.275605731703872,0.4778756621363788,0.5048813887566886,-0.47093994930510835,-0.9026641340552869
S039,2.067624077523543,0.80547619412786,3.8001846674967594,1.627690968040769,0.8121075660086798,0.7082957113822438,1.5582176299637092
S040,0.7421900877586428,0.2898126291813452,1.230029040650955,0.8347705257348591,0.4717214842095446,-0.6017636412984176,-0.9442809001205777
S041,0.25480449861811,0.20342919457277986,0.3539411157094768,0.19959555612100793,0.17102130036961302,-1.6780840701919604,-3.448998886342357
S042,0.5021290542159252,0.3243337991806557,0.383420413330647,0.2411165474936525,0.10032865713882805,-1.5084745431754574,-2.9423033053677363
S043,0.8219928843761906,0.4237446517465497,0.9374215924919129,0.6060879149045326,0.39008759515251185,-0.15269820037073042,-1.1102167486397112
S044,1.2184911708479946,0.700509778197684,1.745337281858921,0.6281678589567514,0.5531970928616683,-0.23454385584866022,-0.06393587427124021
S045,0.9429945258245266,0.4739229722328663,0.7385983159744894,0.43811338331573607,0.3653209193675218,-0.8097392788002435,-1.2677002316425263
S046,1.3748258297738731,0.6742474217510818,2.3151328760225196,1.4688800518400411,0.47230872829921033,0.22378963482339106,0.3047853809557044
S047,0.5293272294574632,0.739043529470533,0.8950569844632144,0.37089239201003427,0.2921104934254721,-0.5750823365359389,-1.4982192900124296
S048,2.821138375094208,1.51270117309649,5.4530017622046865,2.557081132199133,0.5431555390315261,1.1692383962715498,1.8146765430889407
S049,0.5421512572391206,0.38415912919867634,1.216978115325465,0.44098823465643777,0.5393793214938386,-0.5087794218475995,-1.1193212095436798
S050,0.5144423948754328,0.20850729398289883,0.40568485699175355,0.30298405472486517,0.2862793361323289,-1.3731125636739716,-2.5629899920993973
S051,1.7965969903903154,1.2837779656134907,2.1190308544899272,2.7681657270354245,0.4889586207833807,0.3133614016599943,1.0261239065526404
S052,1.2340128981823288,0.46421373926304005,2.362683153559967,0.5663755259335206,0.4224965614627477,-0.12593909474010823,-0.425862603335893
S053,0.7399490299699799,0.5142510883700958,1.1624109126532354,0.2658467280890695,0.3498640961439,-0.570691109011247,-1.4093407452735263
S054,1.0058964771262293,0.858723907224423,1.1398239185204893,0.279902207630657,0.3682950541489867,-0.3945299365833261,-0.9434109846199099
S055,2.110615366864246,1.5032543229307203,2.7497803990083995,1.7191611510800748,0.6930942926473428,0.6663144088889666,1.4973218113657993
S056,3.4490157458861903,3.334657496403851,7.621027674151697,4.7491510057267945,0.7131593192835254,1.6359638107821965,3.0495635703711272
S057,1.5101612881583641,1.073619223570283,2.4654525367704285,1.8835850706374306,0.4549730924765673,0.3014597056659684,0.6812731086988713
S058,0.6059487128497525,0.7870404831733917,1.314324658266126,0.5050975515476722,0.2362981353958717,-0.7503107230294764,-1.2243555064727678
S059,1.0770820490707913,0.8332988943693203,1.6215174296159052,0.4404154378031796,0.613291708873238,-0.220033863390596,-0.10944872585855012
S060,1.719483664007346,1.5597772026291001,1.9299267304077223,0.998080450254337,0.6383053786427999,0.36391755541495924,0.9163911021221026
S061,2.1313350718155175,2.1673815384492654,5.919087669082448,1.8357922270256166,0.7131283866835365,1.0218011487829572,2.07289192878634
S062,0.6393864137280194,0.17453216453286463,0.18009548436300374,0.08513937628270592,0.17515894706879792,-2.3241476209104954,-3.664086376229858
S063,1.0120197728120177,0.7735654621892438,0.7414334602819312,0.36237719032847265,0.24520770536663716,-0.7756624975068401,-1.3185166052161377
S064,1.9976955578123596,0.959036455272902,3.604738672057558,2.413949920506846,0.6489295591889459,0.7167386753630649,1.414838297640011
S065,1.4533355580121186,1.6408021684127982,2.1170927945647793,1.9138726559273218,0.48096443760158825,0.38128160997692706,0.8611274635521493
S066,0.7837492566222666,1.7251104465095721,1.117026990319737,0.4277521308462209,0.2791921898679642,-0.23810985530427106,-0.7467799248443383
S067,0.8399322238915488,0.5342681402099008,0.8053857035980672,0.20238920574564864,0.41807536989000116,-0.6716449270603473,-1.4578176757867196
S068,1.325010406332762,0.6011304404486826,1.6901986648027338,0.4219408413639546,0.4480364060297232,-0.22609966005353455,-0.4767898875218658
S069,1.1225886182645837,1.6682775503325542,4.720013088753912,2.390796583557891,0.49296036264660886,0.29797237808355126,1.184054325105036
S070,1.9618359551633837,2.069381949660319,3.607716677675956,1.1797212632047591,0.514778613493606,0.3266352242421099,1.219167548874206
S071,1.4313400568204118,0.9075803202968461,0.7951662497764769,0.2879092090680029,0.44017050611887926,-0.5361600096994794,-0.726425139783786
S072,0.7061789365980372,0.26799307960869406,0.3535085782528906,0.268604110439555,0.11608342972242976,-1.6905378559941329,-2.7930769272128138
S073,1.4055692623911813,1.760744674359,1.4362829405690458,1.0036652959441301,0.4565537876830044,0.10198542864836833,0.39562069618426177
S074,3.6545278100044176,2.1377125657277825,4.88523799392481,2.783646141815135,0.48148218199098797,0.9246567483047715,1.9946794220678232
S075,1.3395844880799161,0.5214073824710624,1.0255141849285583,1.2586437146610823,0.22912882729775394,-0.5638376912035314,-0.7354578276160291
S076,3.742092669600155,1.3081079014138108,2.982170496036626,0.9912772717421675,0.4832583341606939,0.44453231887154965,1.1268299319290023
S077,1.5888978225483654,0.6287841234404816,0.41564954529011394,0.3769500298866229,0.3653424362358117,-0.5302336645318942,-1.1542305132852548
S078,3.034726294671309,2.7588685691984365,5.54528383517089,2.2457934213856507,0.6828736829579086,1.1484289156591614,2.375333668582448
S079,1.9285956834155742,2.218309324606353,1.9036182818284917,0.8922156295861517,0.5851171498574821,0.6683534580844149,0.9930382186645084
S080,0.6915241251239241,0.6027996237377811,1.308724980950067,0.7795381691467913,0.3004083513245337,-0.4002618428059695,-0.9642943616009104
S081,1.0546620574898418,0.6799605268893208,0.9717592542942927,0.45860682168926103,0.324143883275826,-0.5894297273454759,-0.9792722902177367
S082,1.4967864815259757,1.368916271079954,1.6814308158800917,0.5730763050089662,0.24116809646008633,0.2213930936586613,-0.30116838399855966
S083,0.24887492482029358,0.1252163823769637,0.1188258797160904,0.03562812496535083,0.05118562786375631,-3.0403783086661242,-5.2635399106612955
S084,0.652182578740614,0.4004940929158444,0.7487729663211747,0.4585228621242977,0.2942090071031787,-0.9768639693702864,-1.6673488124325864
S085,0.8845281625633171,1.977350226117363,2.8308558049170442,1.3992037247572084,0.3308464245261783,0.08555938755569342,0.38283027564446565
S086,0.797413045887335,1.1569043580917346,1.6026093127450978,0.46877364434286634,0.6132348551279477,-0.3556009834191574,-0.0884244293241804
S087,0.872077342548406,0.7186993606949413,0.9888721966183962,0.4369574253320209,0.2560103936547686,-0.49658572333634,-1.2106484949882328
S088,0.7185641722743323,0.21229733557759536,0.47511269234164205,0.18844596850653847,0.3089743313373206,-1.3493036764959865,-2.462173468788473
S089,1.08652970297746,0.6502023782042845,2.246245099772214,0.9312292744327652,0.3742622775957687,0.16121827819923348,-0.2341407862714244
S090,1.8752893295672348,1.9928993931466414,5.109213627313102,1.979139866198407,0.8103111415700703,1.5246747479803857,2.1520864861066444
S091,0.6406215118016779,1.3400670300740292,2.663088692710115,1.1935701698442385,0.6517053042520327,0.04989922040275031,0.550393206292147
S092,2.8182877768778156,2.768718067151095,6.473802914181787,1.6328947436773158,0.8454539211726354,1.2544198418427945,2.6383918078363555
S093,0.5389190889992568,0.3528600701494474,0.5785889747474862,0.6446088283444337,0.554092060243983,-0.7160901951255423,-1.2872898841840166
S094,0.6032087348291094,0.3828510389437534,0.9677454001847338,0.6394966771378787,0.4640155931252484,-0.6160854879307976,-1.146881260150763
S095,1.0847917731690042,1.3115008248279674,2.522090054600742,0.5858771063132504,0.6199920281005918,0.15225878373236357,0.43555403060127384
S096,1.4612733014043677,0.569989906636811,1.4547881624014185,0.5710683568270781,0.296283016602357,-0.3793433820932916,-0.6866377999738572
S097,1.4827065942926374,1.1655235110930693,2.9686741093247897,0.8691248729345133,0.4211844682949976,0.33474418151572405,0.39768136820755773
S098,0.13754800646913345,0.09964386022310369,0.06838290965804868,0.027266423387104582,0.07177141248897162,-3.366622569629514,-5.95576847075817
S099,0.5433363839330284,0.30667477183016895,0.7651263102182294,0.2893937704087108,0.18960652956939839,-1.2063560729683727,-2.315802999134332
S100,0.431997435214384,0.3181743676417009,0.16324360427800275,0.2945749160915616,0.108669762896228,-2.0370329431292165,-3.2796783641699085
S101,0.41590029448891724,0.22368754189310008,0.5960827577537536,0.25247451799714443,0.22951422093620003,-1.0648705195844783,-2.682241431051889
S102,0.3696112455034101,0.22712448256915535,0.7933218142823806,0.1800228673061231,0.33840286781005985,-1.4176881759266877,-2.529552972826702
S103,4.476394549395201,4.817596073689721,7.237305956964194,3.6912776164293786,0.8474096964012869,1.3562721618770055,3.554242974769059
S104,0.48990170532491434,0.4717783290764177,0.6634530648162209,0.40782901048497133,0.2560800923466879,-0.8511034160678084,-1.9221769238118915
S105,1.8398328741868393,0.651984480887631,1.257819347252898,0.8754463417970908,0.3517662867026739,-0.15945724880898285,-0.2645550284323739
S106,1.445484537446722,1.5543187092952258,1.3803969240647618,2.069652046584086,0.4410060447393205,0.09853425228236083,0.6088854757686702
S107,1.7814813027955945,1.877111674457174,2.4761894516763663,1.5090132182196554,0.6688419205934133,0.7147120829132577,1.366580914242627
S108,0.9283783534322931,0.706561273561432,1.6424336113944304,1.2684281974072693,0.5039184798378052,0.20126932735074454,-0.02820358113619341
S109,0.5262087143936354,0.3150440365838397,0.823392545235476,0.4285303831104135,0.22587824506905527,-0.9451159887799594,-2.03766726467179
S110,0.727537801932923,0.29498503968626827,0.43420661379018294,0.305453591154425,0.35345765723103356,-1.216760064669023,-2.037733545895611
S111,0.31998792037663243,0.6181183806353099,0.40406447517298716,0.11752588786621487,0.12528927282265365,-1.6842118071809178,-3.0740055940221014
S112,4.3292210115082455,2.830146955001888,15.206173445301069,4.478346940293422,0.6758730579894247,1.6335276274490602,3.27850221369932
S113,0.6492446377821525,0.5057684983189035,0.49848792639338724,0.5382343970256895,0.1337001676571575,-1.2935318433408236,-2.0382141725440737
S114,10.877457697186959,8.748295161547956,30.65852703673205,3.997887651035397,0.6733209467673165,2.4847356098046642,4.565847506676296
S115,0.6380472978276431,0.24448226603142448,0.5029234299096349,0.27214812358447066,0.30039142082568693,-0.9817251732216792,-2.295318740251875
S116,0.9922975139507346,0.338247244708569,0.5159615358397859,0.39110737886827257,0.3537487540644897,-0.867200933864891,-1.6270366056752026
S117,0.6269648866259141,0.6884747753122384,0.6284077526743366,0.18201549691595542,0.2881384124925861,-1.5027724789527626,-1.8997310441485957
S118,0.9421707482607097,0.5658555603783958,0.9652107265244565,0.39635852420672696,0.3893588660287194,-0.7751432518715916,-1.0640785606046816
S119,0.9723942126781454,0.38206206647253954,0.36826949882609045,0.2332658335702273,0.2881525145583374,-1.537462372608727,-2.072321769494873
S120,0.45735964734379675,0.7763036443562584,0.5381738162311309,0.1619163973772431,0.2324424380797045,-1.1992620195905868,-2.2456749649163608
S121,0.9078828662563578,0.2987999908333184,0.8075772463062159,0.3791206745639073,0.3290111978297645,-0.7804891866915858,-1.6105333555928554
S122,0.647679289108779,0.5878536272994107,1.0902799258065936,0.40900765314129667,0.2822749467985236,-1.1006071551574441,-1.3989280475577446
S123,0.8040743118793029,0.7370376492837888,1.2026066741930819,0.6027642084037607,0.5561378323869152,-0.5269937683178637,-0.42970282802521
S124,12.707241637269814,7.780789716274092,45.29424985673911,16.66047567298675,0.9516160878363183,3.2478837817310717,6.096761377124298
S125,1.537780212348236,3.0456830166025846,3.0951771553890066,1.5060921370690628,0.699541260213493,1.2135944815663793,1.680697191616348
S126,1.657693951047656,0.8639605227492911,4.435323573885221,1.3612035980073638,0.4142011375170735,0.4541877544029183,0.655189062406044
S127,0.4939045757667346,0.5882199650483071,1.3819403418582603,0.3215264615545829,0.31816029892759357,-0.5864004948159423,-1.4713620787455721
S128,11.419218483392477,10.211345277399968,46.95892864895739,29.016246854243043,0.9536390579992177,3.1761987786989585,6.43137553409171
S129,1.1903837406018447,1.0574036953294732,1.6173003947018016,0.6653597097707482,0.5117687955957851,-0.09006586649694112,0.038359846856258345
S130,3.2579863086096053,1.0585028951967528,5.546908929500363,2.079492216355055,0.5737120652884503,0.930566562617341,1.695432501409885
S131,4.233192329086384,1.6104411523377056,3.9490051418781,1.1149627705150027,0.7027523345648865,0.6541517474497517,1.8927912867047203
S132,2.033452773664333,1.551597266181568,6.450059211312562,1.8931567980676833,0.6637737910963765,0.9130382473052394,1.8311671569603811
S133,1.082920560779706,0.44334261985485957,1.4703646144659677,1.3491463517113456,0.29466137334736164,-0.7411785098363735,-0.6058910906829716
S134,0.6536603291269426,0.2473976453669629,0.75365152175285,0.41619097113762493,0.23332077925122963,-1.150395912324244,-2.072454087546457
S135,2.6078468695206793,4.746630311446264,14.670015858526211,3.740362287408819,0.5484789884327159,1.763987940473868,2.918702347985499
S136,3.508742597770018,2.0118572092098606,5.957131062026803,1.9853851383626082,0.8097412738872272,1.2104420144998649,2.556694462339427
S137,1.1632640726974897,0.7677443122242973,1.825574205377359,0.5315174046167654,0.395992938799073,-0.17442034124177822,-0.3974625403170565
S138,0.2076697744379911,0.07130945556144185,0.07608958456891401,0.13724123607483307,0.07839740528540848,-3.0740559086137673,-5.147228837381022
S139,1.3436186265916372,1.0639763382333414,2.6773081272651007,0.8362644722363974,0.41979365390477597,0.061485482226015735,0.23795468518362625
S140,1.0399905480922056,1.3727023660097284,1.0015236748714575,1.3479526327975535,0.4721361243622151,-0.06554752887040642,0.11555656567042252
S141,1.7193073553913205,1.132204667674647,2.3945406824712117,1.202477225646993,0.4760393098490389,0.46412882660365296,0.6152196116687926
S142,3.2531098961432816,2.530250240803371,7.800064621734084,3.1829322369137274,0.7223992576875689,1.020350264836075,2.7432198776096786
S143,0.3063525197108307,0.4419684573931748,0.43471357814741834,0.33613259094260695,0.2981257069649156,-1.4120012524359995,-2.3749051000834682
S144,3.6256692382412234,2.9922956996642633,6.315240707262655,2.3103248620722763,0.7066072169326798,1.2639729139942926,2.6261449888560757
S145,0.7524465053816166,0.9174079228571012,2.085821714491114,0.7973925591669774,0.5181000604951629,-0.12229104001788484,-0.08169776165293752
S146,0.39735084318805375,0.1615619524239867,0.2465940563621757,0.18703333603420738,0.08359250247850673,-2.1016671445343658,-3.7568725036280157
S147,1.38937484382806,1.7871814533366157,1.2143168952045273,0.5516751934441486,0.4347444423762002,-0.18974760188627143,0.03152061973057578
S148,4.122659426995339,6.611859701269895,21.482957583031695,6.788826792673916,0.7821979325747996,2.0707196969882267,4.218118161462766
S149,1.9623076910779986,0.8983459438042846,3.1194512810401482,2.408836836836744,0.48936844956478887,0.709684312036792,1.0026578135543025
S150,2.4413684107342997,1.9000526023904805,1.8326688839731913,0.8996907393850886,0.7089541303481739,0.4178580590989362,1.2793709443001078
S151,1.8785338191738954,1.9098760523065224,4.445024569332867,0.7958256900277324,0.46982406448818986,0.43128433562762364,0.9919073494637273
S152,0.22179179592429998,0.2751693687812005,0.43513058121077985,0.10736752374901466,0.12302860167664463,-2.0541118891736847,-3.6805600095241124
S153,2.1725558304847215,3.3754516171136486,5.072530508610809,3.3913652131349115,0.7477154968538495,1.2353051261584647,2.5692964050133393
S154,1.9390853508447545,1.5464749759778933,2.87268820096797,0.9612583132462006,0.5446610849420122,0.6167636383338381,0.9453103830387646
S155,0.7121006283752519,1.3643816259025925,1.8116745245812818,1.1619340566328002,0.6615717440632738,-0.07264555323550369,0.46282541130568144
S156,0.9328577400233709,0.8773992533033087,1.82606074327738,0.9172130049075425,0.26083859270145854,-0.10384448195588654,-0.4957297944313885
S157,0.7128212914295363,0.3364352820693072,0.6459155008693104,0.19176978198189826,0.3067985597179787,-1.1653846926891935,-2.109235696319328
S158,0.47137470241291624,0.5978936937555811,0.7870180872213846,0.3825128553259935,0.19063163183221057,-0.610816028638548,-1.9326178549702513
S159,0.8976481334595084,1.0217280263448962,1.3035260239401762,0.7415595833218188,0.5397913711602071,-0.26280320663027135,-0.12070462013944681
S160,2.087928081595702,2.367573585218757,7.058409435257569,3.343964833198701,0.5788253507543575,0.9959170080281846,2.1631247689954107
S161,0.4777793642340099,0.21745798736354308,0.6198927102448495,0.6869967787635717,0.411693028122224,-1.3094814615553398,-1.8061201595809389
S162,2.194310954476796,1.5577658201963585,3.8663071562829217,2.6087439273350532,0.5901910688740583,0.986160854240661,1.6493604232607182
S163,1.5078975772762977,0.4223891550454553,0.8772105094104292,1.069458118082661,0.42087979413855164,-0.5918546106149399,-0.5146941640493001
S164,1.338854951665774,0.4230742870467849,1.299197550426602,0.48802708784010707,0.33769813713457203,-0.6030616586647058,-0.9083637376825299
S165,1.0341116277322246,1.3039118012452344,1.8503076933311284,0.592148168962624,0.619511109485603,0.11241031835658201,0.2807545654320159
S166,1.5017519446971541,1.4050957723168809,2.648140376874403,1.292988836474935,0.5777307446715485,0.2875848890942527,0.9162047030158482
S167,1.4949497563449294,1.2009747262797048,1.542183669799282,0.6387295309361808,0.2271136030233253,-0.40854516365504956,-0.38805180837019715
S168,1.4598337217222284,1.360153843713241,3.1682101929830613,1.3836394097405627,0.7447442424170136,0.777360709150709,1.3282442224289737
S169,1.280911907514559,0.8340067167181004,1.8709362913715828,0.8517127610297144,0.2847732735535375,-0.12754120306627317,-0.32052355153968737
S170,0.9109569643608101,0.24845011571545547,0.6341882956043797,0.3675174991951449,0.10139981736233576,-1.1283740356539727,-2.3612507779888903
S171,1.9384671139562528,0.528963145962333,2.678272238057289,0.8259889915603573,0.41316698641187916,-0.04586968077220114,0.07403258064563156
S172,1.1849771557297335,0.7373809145793436,1.4658612701041063,1.1417608190318633,0.30308497031851006,-0.06190783692940789,-0.3626361871814982
S173,1.2780973332544199,0.6919932405074368,2.924295533294403,1.7188661038044826,0.4948475837350542,0.6584173231529504,0.48585436189284276
S174,1.1814323258336816,1.4697447226139082,2.5247615754078216,0.6755855138691692,0.5622356340366707,-0.14519890996556112,0.4855059658381213
S175,1.2477923085312246,1.2874678389795393,1.5092202859283086,0.6460732640567843,0.6168343468430721,0.04531545059867304,0.3213002633475787
S176,2.3756253945206867,2.073754837122806,3.1808272543798526,1.847665546576898,0.6908154154581,0.7397227369632212,1.8051244429139102
S177,1.5946517859805307,1.099597595828068,2.100195908224186,0.8358779017446283,0.5699939247162905,0.12251544697167055,0.5317573480598912
S178,0.4119694387992129,0.34534844031478584,0.4462748583278843,0.10603015424406874,0.31183002605152915,-1.357671565453068,-2.7852259482554063
S179,0.8420818874301431,1.2045052052063259,2.6099149903059153,0.46096459741859885,0.4975940742928012,-0.16569302626010615,-0.06477329461207035
S180,1.0861370352070343,2.1396617758093406,5.577205856438085,2.314373106858283,0.8220579126054484,1.2214254697852047,2.0261423547716886
S181,0.38553206088448494,0.4911997013174278,0.49965252534918003,0.4258660049467547,0.3943766007480985,-1.3021770830898938,-1.848051861728199
S182,1.01121573931309,0.4006306820345681,1.3291307579376075,0.6548017264377874,0.5605973894990349,-0.46762560952636956,-0.5200441337713779
S183,0.39264308717240315,0.24301098912517954,0.2481379256268352,0.10003062264892755,0.060053070414504146,-2.081111943450061,-3.9124331975347015
S184,2.170880105120022,1.5973210254366377,3.11596543639084,2.2094631030380154,0.5833975096680265,0.5328928843487948,1.4820489428878318
S185,1.8191913073640755,1.7568806788052425,2.715841159459045,1.7486858004474146,0.5926692942621614,0.48485232784490534,1.2955237541391362
S186,0.22062969143911665,0.18964139714249154,0.1569890552350469,0.11747988298291669,0.06690286930167498,-2.3226041573744736,-4.43991809204685
S187,1.6551583610781069,1.3532621091187833,4.77569309225469,1.4990735957426105,0.6385430972096537,0.40934578749479306,1.378677936347422
S188,0.9817213123449213,1.037219448180585,1.8895564056600818,0.7397016677788647,0.3284516094800565,-0.17064848629574747,-0.32115603481068455
S189,2.0505646762261436,0.6081230267397246,3.0829418683918446,1.9670566833241498,0.5970361354949641,0.7935565066419088,0.9512797866057326
S190,1.7017818453100626,2.839166426247706,3.2741696900022927,2.1479728226212074,0.6762518111576811,0.8695404632072716,1.8261918774268904
S191,0.5725153980146702,0.5961194582003992,0.717166449435912,0.556115980478234,0.4098923869807037,-0.8191536481691523,-1.2468445927949343
S192,0.46933968513993135,0.3444768658504998,0.44836224423821175,0.3330818250125384,0.2658678490570692,-1.3008097920954664,-2.3278123271542324
S193,0.8500138481461906,0.417283848897891,1.0985694211331243,0.40755822950178155,0.26517329968501074,-1.0625712993012988,-1.4561304918727773
S194,0.8509411372582694,0.7912608445726598,1.961775973325301,1.259093389721833,0.631105990675695,-0.2768590312018694,0.29779559749056095
S195,6.379006810527109,3.1010427358046453,5.19625943361324,3.642835081083033,0.735235755169714,1.392759090699778,3.1179303506916147
S196,1.8591639125146406,2.356366211818378,3.8795267055462457,0.9121527736739969,0.5616191106926581,0.7639889527237593,1.2654845316501924
S197,0.8327868730556254,0.6104257821534677,1.6827017172045022,0.6847507968739359,0.5219499575471451,-0.28746652616856255,-0.373994028916102
S198,6.209077094834574,3.564986241689503,16.95373742063919,4.299714697261095,0.9381684943397868,2.028787139288035,4.289873775123197
S199,0.9020448039317905,0.4117531748048544,1.3776474280455746,0.7441459067899976,0.2318723711852348,-0.5315398620790678,-1.1550963380549348
S200,1.8141539395397783,1.0025029317696523,3.2930518579867423,1.3940873836535355,0.47576649973156687,0.23905971411528792,0.7799460388283269
S201,1.0454893022263483,1.0825310517271844,2.2202846534231635,0.5802862237150904,0.49180282259181096,-0.2096982942186071,0.017262301484114104
S202,1.2132102694430802,1.1034930269845493,2.987278627668534,0.9636571915106176,0.6056273755478323,0.37357993674074197,0.6640081322212299
S203,0.48129264756061096,0.24633511814689152,0.5681153387561867,0.12142220007643421,0.2628535800669552,-1.4640414542227738,-2.8123396123314666
S204,0.07230044592140022,0.18934622943550192,0.04330911604434911,0.043827342764476154,0.11203553439231917,-3.086124204772652,-5.842941053443089
S205,1.0402162967328346,0.8134084099234131,1.339256882578088,0.23309196768907878,0.6122712906657553,-0.27295477216364783,-0.491028228821673
S206,1.471031555572444,0.5030041108584858,0.6593475110841394,0.5669189438609519,0.43582080978007776,-0.35536529811285883,-0.8014838209760187
S207,1.1595707983121273,0.3209666253640353,2.193607215711302,1.0983008339367586,0.5227456605981459,-0.06707303339049277,-0.19921657969792145
S208,2.060029940211206,0.9929542789133887,2.1689097664670554,1.3553472404937077,0.40100825806507445,0.4214543692187587,0.5123566963260623
S209,1.329900387224561,0.5170547186017337,1.090291455430906,0.6667768232963125,0.4501220847719089,-0.2870121594063435,-0.5350782538030376
S210,1.3114743217040499,0.4166119054449544,0.9986065825836795,0.5508177077896385,0.27999318317988914,-0.8596867081986888,-1.1055240381354585
S211,5.315283265214714,4.963735110634226,8.765767249681979,4.909524796135542,0.7118723687323235,1.8918468420790935,3.5461582428157934
S212,1.0640640880637808,1.0122144804298614,2.4562666241410063,0.8868888026939331,0.5766989332689963,0.07275314486851041,0.3780944943719473
